cheese,url,milk,country,region,family,type,texture,rind,color,flavor,aroma,vegetarian,vegan,producers
Sartori Reserve Espresso BellaVitano,https://www.cheese.com/sartori-reserve-espresso-bellavitano/,cow,United States,Wisconsin,Blue,"semi-firm, artisan",firm,natural,pale yellow,"smokey , sweet","smokey, sweet",No,No,Sartori
Sartori Reserve Extra Aged Fontina,https://www.cheese.com/sartori-reserve-extra-aged-fontina/,cow,United States,Wisconsin,Cheddar,"hard, artisan",creamy,natural,yellow,"buttery, fruity, mild, tangy","lactic, rich",True,False,Sartori
Sartori Reserve Extra-Aged Asiago,https://www.cheese.com/sartori-reserve-extra-aged-asiago/,cow,United States,Wisconsin,Cheddar,"hard, artisan","creamy, crumbly",natural,pale yellow,"creamy, nutty",rich,False,False,Sartori
Sartori Reserve Merlot BellaVitano,https://www.cheese.com/sartori-reserve-merlot-bellavitano/,cow,United States,Wisconsin,Cheddar,"semi-hard, artisan","creamy, crystalline",natural,pale yellow,"creamy, fruity","fruity, pleasant, rich",No,No,Sartori
Sartori Reserve Raspberry BellaVitano,https://www.cheese.com/sartori-reserve-raspberry-bellavitano/,cow,United States,Wisconsin,Cheddar,"hard, artisan",creamy,natural,pale yellow,"buttery, creamy, fruity, nutty, sweet","fruity, nutty, rich",True,False,Sartori
Sartori Reserve Rosemary & Olive Oil Asiago,https://www.cheese.com/sartori-reserve-rosemary-olive-oil-asiago/,cow,United States,Wisconsin,Cheddar,"hard, artisan",creamy,natural,pale yellow,"fruity, nutty","fruity, nutty, rich",No,No,Sartori
Sartori Reserve SarVecchio Parmesan,https://www.cheese.com/sartori-reserve-sarvecchio-parmesan/,cow,United States,Wisconsin,Parmesan,"hard, artisan","crumbly, crystalline, dry, flaky, grainy",natural,yellow,"caramel, fruity, nutty","fruity, sweet",True,False,Sartori
Sbrinz,https://www.cheese.com/sbrinz/,cow,Switzerland,"Lucerne, Schwyz, Unterwald, and Zoug, and the following additional places: Muri district in d'Argovi",Swiss Cheese,"hard, artisan","dense, flaky",natural,yellow,"butterscotch, full-flavored, nutty, spicy, strong","aromatic, spicy",False,False,Sartori
Sbronzo,https://www.cheese.com/sbronzo/,water buffalo,Italy,Campania,Pecorino,"semi-soft, artisan","creamy, dense",natural,ivory,"buttery, creamy, fruity, sweet",fruity,No,No,Casa Madaio
Scallion Onion Cheddar,https://www.cheese.com/scallion-onion-cheddar/,cow,United States,NY,Cheddar,"semi-hard, artisan",crumbly,natural,pale yellow,"full-flavored, spicy",strong,No,No,Muranda Cheese Company
Scamorza,https://www.cheese.com/scamorza/,cow,Italy,Wisconsin,Pasta filata,semi-soft,"elastic, smooth, springy",natural,white,creamy,rich,No,No,Sartori
Schloss,https://www.cheese.com/schloss/,cow,United States,Wisconsin,Mozzarella,"semi-soft, brined","chalky, creamy, smooth",washed,straw,"citrusy, earthy, fruity, full-flavored, meaty, pungent","pungent, strong",False,False,Marin French Cheeese Co.
Scotch Bonnet Cheddar,https://www.cheese.com/scotch-bonnet-cheddar/,cow,United Kingdom,Wisconsin,Cheddar,"hard, processed",creamy,plastic,pale yellow,"creamy, spicy, strong",rich,No,No,Tesco
Sea Change,https://www.cheese.com/sea-change/,cow,United States,"Lebanon, CT",Pecorino,"semi-soft, artisan","elastic, smooth",natural,cream,"buttery, mild, milky","fruity, lactic, yeasty",No,No,The Mystic Cheese Company
Seahive,https://www.cheese.com/seahive/,cow,United States,Utah,Cheddar,"hard, artisan","dry, firm",natural,pale yellow,"salty, sweet",floral,True,False,Beehive Cheese Company
Seascape,https://www.cheese.com/seascape/,"cow, goat",United States,California,Cheddar,"semi-hard, artisan","crumbly, smooth",natural,pale yellow,"buttery, caramel, tangy",pleasant,True,False,Central Coast Creamery
Seastack,https://www.cheese.com/seastack/,cow,United States,Port Townsend,Brie,"soft, soft-ripened","creamy, firm, runny, soft",ash coated,white,"citrusy, earthy, garlicky, tangy","fresh, milky",False,False,Mt. Townsend Creamery
Seator's Orkney,https://www.cheese.com/seators-orkney/,cow,"Great Britain, Scotland, United Kingdom",Orkney Islands,Cheddar,"hard, artisan",crumbly,natural,cream,acidic,lactic,No,No,Grimbister Farm
Selles sur Cher,https://www.cheese.com/selles-sur-cher/,goat,France,Wisconsin,Brie,soft,firm,ash coated,white,tangy,"lactic, nutty",No,No,Sartori
Selva,https://www.cheese.com/selva/,cow,Spain,"Fornells de la Selva, Gironès",Brie,"soft, artisan","smooth, supple",natural,pale yellow,"bitter, buttery, salty",pleasant,False,False,Sartori
Serat,https://www.cheese.com/serat/,sheep,Afghanistan,Wisconsin,Gouda,hard,creamy,natural,white,creamy,rich,False,False,Sartori
Seriously Strong Cheddar,https://www.cheese.com/seriously-strong-cheddar/,cow,"England, Scotland, United Kingdom",Stranraer,Cheddar,hard,"crumbly, dense, firm, flaky",natural,yellow,"full-flavored, savory, smokey , spicy, tangy","rich, smokey, strong",False,False,Lactalis McLelland Ltd
Serra da Estrela DOP,https://www.cheese.com/serra-da-estrela-dop/,sheep,Portugal,Serra da Estrela,Cheddar,semi-soft,creamy,natural,ivory,creamy,pungent,False,False,Sartori
Sgt. Pepper,https://www.cheese.com/sgt-pepper/,goat,United States,California,Cottage,fresh soft,"creamy, smooth, spreadable",rindless,white,"full-flavored, spicy","fresh, spicy",True,False,Cypress Grove Chevre
Shaker Blue,https://www.cheese.com/shaker-blue/,sheep,United States,New York,Blue,"semi-firm, blue-veined",creamy,rindless,ivory,"acidic, creamy, full-flavored, sweet","rich, sweet",True,False,Old Chatham Sheepherding Company
Shamembert,https://www.cheese.com/vegan-shamembert/,plant-based,United Kingdom,Wisconsin,Brie,soft,"soft, soft-ripened",mold ripened,white,"earthy, full-flavored, mushroomy, savory, strong",earthy,True,True,Honestly Tasty
Shanklish,https://www.cheese.com/shanklish/,"cow, sheep","Egypt, Lebanon, Syria",Wisconsin,Feta,"fresh firm, hard, artisan","creamy, crumbly, firm",mold ripened,white,"sharp, spicy, strong","pungent, strong",False,False,Grandpa's dairy
Sharon Hollow Garlic and Chive,https://www.cheese.com/sharon-hollow-garlic-and-chive/,cow,United States,"Ann Arbor, Michigan",Mozzarella,"fresh soft, artisan",flaky,rindless,ivory,"garlicky, milky","fresh, garlicky",True,False,Zingerman's Creamery
Sharp Cheddar,https://www.cheese.com/sharp-cheddar/,cow,United States,Wisconsin,Cheddar,"semi-hard, artisan",creamy,natural,white,"sharp, strong, tangy",rich,No,No,Sartori
Sharpham,https://www.cheese.com/sharpham/,cow,"England, United Kingdom",Devon,Brie,"soft, artisan","creamy, smooth",mold ripened,white,buttery,fresh,True,False,Sharpham Wine & Cheese
Sharpham Elmhirst,https://www.cheese.com/sharpham-elmhirst/,cow,"England, Great Britain, United Kingdom",Devon,Brie,"soft, artisan, soft-ripened","creamy, smooth, soft, soft-ripened, spreadable",bloomy,white,"creamy, full-flavored, milky, smooth","fresh, mild, milky, rich",True,False,Sharpham Wine & Cheese
Sharpham Rustic,https://www.cheese.com/sharpham-rustic/,cow,"England, Great Britain, United Kingdom",Devon,Cheddar,"semi-hard, artisan",creamy,natural,white,"lemony, nutty",fresh,True,False,Sharpham Wine & Cheese
Sharpham Rustic Chive & Garlic,https://www.cheese.com/sharpham-rustic-chive-garlic/,cow,"England, Great Britain, United Kingdom",Devon,Cheddar,"semi-hard, artisan",creamy,natural,white,"creamy, garlicky, savory","garlicky, nutty, strong",True,False,Sharpham Wine & Cheese
Sharpham Savour,https://www.cheese.com/sharpham-savour/,"cow, goat","England, Great Britain, United Kingdom",Devon,Cheddar,"semi-hard, artisan","close, creamy, supple",natural,cream,"smooth, sweet",fresh,True,False,Sharpham Wine & Cheese
Sheep Gouda,https://www.cheese.com/sheep-gouda/,sheep,United States,Maine,Gouda,"semi-hard, artisan","compact, crumbly, dense",natural,pale yellow,"caramel, nutty",rich,No,No,Fuzzy Udder Creamery
Shelburne Cheddar,https://www.cheese.com/shelburne-cheddar/,cow,United States,Shelburne Farms,Cheddar,"hard, artisan",firm,rindless,pale yellow,strong,rich,True,False,Shelburne Farms
Shepherd's Crook,https://www.cheese.com/shepherds-crook/,sheep,England,Somerset,Brie,"soft, artisan","creamy, smooth, springy",mold ripened,white,"mild, sweet","rich, sweet",True,False,Wootton Organic Dairy
Shepherd's Hope,https://www.cheese.com/shepherds-hope/,sheep,United States,Minnesota,Mozzarella,"fresh soft, artisan","creamy, firm, soft",rindless,white,"citrusy, garlicky, herbaceous, mild, milky","aromatic, fresh, herbal",True,False,Shepherd's Way Farms
Shepherdista Crush,https://www.cheese.com/shepherdista-crush/,sheep,United States,California,Blue,"firm, artisan",compact,natural,ivory,tangy,"grassy, woody",No,No,Bleating Heart Cheese
Shepsog,https://www.cheese.com/shepsog/,"cow, sheep",United States,Vermont,Blue,semi-firm,buttery,natural,yellow,"nutty, sweet","earthy, nutty, rich, sweet",No,No,Grafton Village Cheese Company
Ships Wheel Brie,https://www.cheese.com/ships-wheel-brie/,cow,Australia,"Mornington Peninsula, Melbourne",Brie,artisan,creamy,natural,white,"mild, nutty","mild, nutty",True,False,BoatShed Cheese
Shoreditch Smoked,https://www.cheese.com/vegan-shoreditch-smoked-cheese/,plant-based,United Kingdom,Wisconsin,Blue,semi-firm,"creamy, semi firm, soft, spreadable",rindless,pale yellow,"nutty, smokey , umami, yeasty","mild, nutty, smokey, yeasty",True,True,La Fauxmagerie
Shorrock's Lancashire Bomb,https://www.cheese.com/shorrocks-lancashire-bomb/,cow,United Kingdom,Wisconsin,Cheddar,semi-hard,"creamy, crumbly",natural,yellow,creamy,rich,True,False,Sartori
Shredded Bliss,https://www.cheese.com/shredded-bliss/,Unknown,"Canada, United States",Wisconsin,Mozzarella,semi-soft,"elastic, smooth, springy, stringy",plastic,pale yellow,"mild, milky","fresh, mild",True,False,Sartori
Shropshire Blue,https://www.cheese.com/shropshire-blue/,cow,United Kingdom,Wisconsin,Blue,semi-hard,"creamy, smooth",natural,orange,creamy,rich,True,False,Sartori
Shtayburne Farm Cheddar,https://www.cheese.com/shtayburne-farm-cheddar/,cow,United States,NY,Cheddar,"hard, artisan","creamy, smooth",natural,yellow,"creamy, garlicky, sharp, smokey , smooth, spicy",rich,No,No,Shtayburne Farm
Shtayburne Farm Monterey Jack,https://www.cheese.com/shtayburne-farm-monterey-jack/,cow,United States,NY,Monterey Jack,"semi-hard, artisan","compact, creamy, soft, supple",natural,pale yellow,"creamy, garlicky, herbaceous, smooth, spicy, sweet, tangy",rich,No,No,Shtayburne Farm
Sicilian Blend,https://www.cheese.com/sicilian-blend/,cow,United States,Wisconsin,Parmesan,"hard, artisan","crumbly, dry, firm",natural,pale yellow,"piquant, savory, sharp, spicy",rich,True,False,Sartori
Siltcoos,https://www.cheese.com/siltcoos/,goat,United States,Coast of Oregon,Brie,"soft, artisan",soft,ash coated,ivory,"spicy, strong","clean, fresh",No,No,Rivers Edge Chèvre
Sinodun Hill,https://www.cheese.com/sinodun-hill/,goat,England,Wisconsin,Brie,soft,fluffy,natural,pale yellow,creamy,clean,True,False,Norton & Yarrow Cheese
Sirene,https://www.cheese.com/sirene/,"cow, goat, sheep","Albania, Bulgaria, Croatia, Greece, Israel, Macedonia, Romania, Serbia",Trakia,Feta,"fresh soft, brined","crumbly, grainy, smooth",natural,white,"lemony, salty, sharp, tangy",strong,False,False,Sartori
Sleightlett,https://www.cheese.com/sleightlett/,goat,"England, Great Britain, United Kingdom","Timsbury, Somerset",Mozzarella,"fresh soft, artisan","creamy, fluffy, smooth",mold ripened,white,"citrusy, lemony, nutty","goaty, lactic",False,False,Sartori
Slices Of Bliss,https://www.cheese.com/slices-of-bliss/,Unknown,"Canada, United States",Wisconsin,Cheddar,soft,creamy,plastic,yellow,"creamy, savory, sharp, spicy",rich,True,False,GO Veggie!
Smoked Fior Di Latte,https://www.cheese.com/smoked-fior-di-latte/,cow,Italy,Wisconsin,Mozzarella,semi-soft,"elastic, smooth",natural,brownish yellow,"smokey , tangy",smokey,No,No,Sartori
Smoked Gouda,https://www.cheese.com/smoked-gouda/,"cow, goat, sheep",Netherlands,Wisconsin,Gouda,hard,"buttery, crumbly",waxed,brownish yellow,creamy,smokey,No,No,Sartori
Smoked Lincolnshire Poacher,https://www.cheese.com/smoked-lincolnshire-poacher/,cow,United Kingdom,Wisconsin,Gouda,hard,"creamy, crumbly",natural,pale yellow,creamy,rich,No,No,Sartori
Smoked Sulguni,https://www.cheese.com/smoked-sulguni/,"buffalo, cow",Georgia,"Svaneti, Samegrelo",Blue,semi-firm,"dense, elastic",natural,yellow,"salty, smokey , sour",smokey,No,No,Sartori
Smokey Jalapeño,https://www.cheese.com/smokey-jalapeno/,Unknown,Canada,Ontario,Blue,"semi-firm, artisan","creamy, firm",natural,golden orange,"creamy, mild, spicy",rich,True,False,Zengarry Vegetarian Cuisine
Smokey Mountain Round,https://www.cheese.com/smokey-mountain-round/,goat,United States,North Carolina,Pecorino,"semi-soft, artisan",compact,natural,white,"savory, woody","aromatic, lactic",True,False,Goat Lady Dairy
Smokey Oregon Blue,https://www.cheese.com/smokey-oregon-blue/,cow,United States,Oregon,Blue,"semi-hard, blue-veined","dense, firm",natural,pale yellow,"caramel, earthy, savory, sharp, sweet","milky, nutty, smokey",True,False,Rogue Creamery
Smokey Touvelle,https://www.cheese.com/smokey-touvelle/,cow,United States,Oregon,Cheddar,"semi-hard, artisan","crumbly, firm",natural,pale yellow,"nutty, sweet, tangy","mild, smokey",True,False,Rogue Creamery
Snow Camp,https://www.cheese.com/snow-camp/,"cow, goat",United States,North Carolina,Blue,semi-firm,soft,bloomy,ivory,"buttery, creamy",buttery,True,False,Goat Lady Dairy
Sofia,https://www.cheese.com/sofia/,goat,United States,Indiana,Brie,"soft, artisan, soft-ripened","close, creamy, dense, soft, soft-ripened",mold ripened,cream,"citrusy, creamy, sweet, tangy",rich,False,False,Capriole Goat Cheese
Somerset Brie,https://www.cheese.com/somerset-brie/,cow,"England, United Kingdom",Somerset,Brie,"soft, artisan","creamy, smooth",natural,white,mild,"fresh, grassy, mushroom",True,False,Sartori
Somerset Organic Cheddar,https://www.cheese.com/somerset-organic-cheddar/,cow,United Kingdom,Wisconsin,Blue,"hard, organic","creamy, crumbly",natural,pale yellow,creamy,rich,No,No,Sartori
Sonnet,https://www.cheese.com/sonnet/,"goat, sheep",United States,"Tieton, Washington",Brie,"soft, artisan","smooth, spreadable",bloomy,white,"lemony, smooth",rich,No,No,Tieton Farm & Creamery
Sonoma Jack,https://www.cheese.com/sonoma-jack/,cow,United States,"Sonoma, California",Monterey Jack,semi-hard,"brittle, creamy, crumbly, firm, open, supple",natural,pale white,"buttery, herbaceous, mild, mushroomy, nutty, sharp, spicy","aromatic, earthy, herbal, mild",True,False,Vella Cheese Company
Sosha,https://www.cheese.com/sosha/,"goat, yak","China, Nepal, Tibet",Tibet,Brie,"soft, artisan",creamy,natural,white,"pungent, strong","pungent, strong",No,No,Sartori
Sottocenere® al Tartufo,https://www.cheese.com/sottocenere-al-tartufo/,cow,Italy,Veneto,Pecorino,"semi-soft, artisan","firm, smooth",natural,pale yellow,"creamy, salty, savory","aromatic, spicy",False,False,Sartori
Soumaintrain,https://www.cheese.com/soumaintrain/,cow,France,Wisconsin,Brie,"soft, artisan","creamy, smooth",washed,white,creamy,rich,No,No,Sartori
Sourire Lozerien,https://www.cheese.com/sourire-lozerien/,cow,France,Cevenes,Pecorino,"semi-soft, artisan","creamy, smooth",natural,white,"mild, sweet",musty,False,False,SARL LAITERIE RISSOAN
Sparkenhoe Red Leicester,https://www.cheese.com/sparkenhoe-red-leicester/,cow,United Kingdom,Wisconsin,Gouda,hard,"brittle, close, creamy, crumbly, flaky",natural,orange,nutty,rich,No,No,Sartori
Spenwood,https://www.cheese.com/spenwood/,sheep,England,Wisconsin,Parmesan,hard,firm,natural,pale yellow,nutty,rich,True,False,Sartori
Speziato,https://www.cheese.com/speziato/,cow,Italy,Veneto,Brie,soft,compact,natural,ivory,"earthy, spicy",aromatic,False,False,La Casearia Carpenedo S.r.l.
Squaquerone di Bufala,https://www.cheese.com/squaquerone-di-bufala/,water buffalo,Italy,Lombardy,Mozzarella,"fresh soft, artisan","creamy, soft, spreadable",rindless,white,"acidic, piquant, subtle, sweet","pleasant, subtle",False,False,Azienda Agricola Gritti Bruno E Alfio S.s. Societa Agricola
St Andrews Farmhouse Cheddar,https://www.cheese.com/st-andrews-farmhouse-cheddar/,cow,Scotland,Wisconsin,Gouda,hard,"compact, crumbly, dry",waxed,pale yellow,"fruity, grassy, nutty, tangy","buttery, grassy, subtle",False,False,St. Andrews Farmhouse Cheese
St Cera,https://www.cheese.com/st-cera/,cow,England,Wisconsin,Brie,soft,"buttery, creamy",washed,yellow,"full-flavored, pronounced",pungent,False,False,Julie Cheyney
St Fidèle Swiss,https://www.cheese.com/st-fidele-swiss/,cow,Canada,Quebec,Swiss Cheese,semi-hard,"elastic, firm, open",rindless,ivory,"nutty, sweet","aromatic, sweet",No,No,Fromagerie St-Fidèle
St Gall,https://www.cheese.com/st-gall/,cow,Ireland,Co. Cork,Swiss Cheese,"hard, brined","creamy, smooth, soft, springy",natural,yellow,"fruity, mild, milky, nutty, smooth, yeasty","fruity, mild, milky, nutty, rich, yeasty",False,False,CAIS Cheesemakers Association Ltd
St James,https://www.cheese.com/st-james/,sheep,England,Wisconsin,Cheddar,semi-soft,close,washed,pink and white,meaty,barnyardy,False,False,Martin Gott
St Jude,https://www.cheese.com/st-jude/,cow,"England, Great Britain, United Kingdom",Wisconsin,Brie,"soft, artisan","creamy, fluffy",mold ripened,cream,creamy,"buttery, rich",False,False,Sartori
St Killian,https://www.cheese.com/st-killian/,cow,Ireland,"Adamstown, Co Wexford",Brie,"semi-soft, artisan",creamy,bloomy,pale yellow,"mushroomy, salty","aromatic, mushroom",True,False,"Carrigbyrne House, Adamstown, Co. Wexford"
St Mang Original Allgäuer Limburger,https://www.cheese.com/st-mang-original-allgauer-limburger/,cow,Germany,Allgäu,Brie,"soft, artisan",creamy,natural,pale yellow,spicy,"mild, spicy",True,False,Käserei Champignon
St Pat,https://www.cheese.com/st-pat/,cow,United States,California,Pecorino,"semi-soft, artisan","creamy, soft",bloomy,pale yellow,"full-flavored, mellow","rich, smokey",True,False,Cowgirl Creamery
St Tola Ash Log,https://www.cheese.com/st-tola-ash-log/,goat,Ireland,Wisconsin,Brie,"soft, artisan",smooth,ash coated,white,full-flavored,rich,False,False,Inagh Farmhouse Cheese Ltd
